id_venda,produto,valor,data_venda,filial
578,Prato Executivo,158.34,2024-03-19,Shopping
579,Combo Família,123.97,2024-05-10,Shopping
580,Sobremesa,20.97,2024-06-22,Shopping
581,Bebida,175.12,2024-06-10,Shopping
582,Sobremesa,38.02,2024-04-27,Shopping
583,Prato Executivo,53.37,2024-01-20,Shopping
584,Prato Executivo,175.87,2024-01-20,Shopping
585,Prato Executivo,142.22,2024-05-04,Shopping
586,Prato Executivo,169.54,2024-04-01,Shopping
587,Prato Executivo,148.09,2024-01-24,Shopping
588,Lanche,122.54,2024-05-05,Shopping
589,Prato Executivo,61.95,2024-06-18,Shopping
590,Prato Executivo,68.94,2024-01-12,Shopping
591,Bebida,171.3,2024-05-28,Shopping
592,Lanche,157.0,2024-03-03,Shopping
593,Sobremesa,74.32,2024-03-12,Shopping
594,Bebida,76.59,2024-05-09,Shopping
595,Combo Família,64.12,2024-02-14,Shopping
596,Sobremesa,68.81,2024-01-29,Shopping
597,Combo Família,157.01,2024-06-22,Shopping
598,Combo Família,16.73,2024-03-03,Shopping
599,Sobremesa,86.95,2024-01-31,Shopping
600,Prato Executivo,170.57,2024-05-04,Shopping
601,Combo Família,104.53,2024-02-09,Shopping
602,Combo Família,89.32,2024-05-19,Shopping
603,Bebida,66.54,2024-01-13,Shopping
604,Sobremesa,27.2,2024-04-03,Shopping
605,Prato Executivo,52.04,2024-03-13,Shopping
606,Lanche,29.93,2024-06-21,Shopping
607,Prato Executivo,35.91,2024-04-03,Shopping
608,Lanche,41.98,2024-06-15,Shopping
609,Prato Executivo,64.83,2024-02-14,Shopping
610,Combo Família,16.82,2024-03-26,Shopping
611,Combo Família,171.77,2024-05-26,Shopping
612,Prato Executivo,35.43,2024-01-29,Shopping
613,Combo Família,78.22,2024-06-15,Shopping
614,Combo Família,160.12,2024-05-19,Shopping
615,Prato Executivo,32.58,2024-05-01,Shopping
616,Lanche,94.79,2024-02-13,Shopping
617,Prato Executivo,154.39,2024-05-27,Shopping
618,Prato Executivo,106.9,2024-05-31,Shopping
619,Lanche,49.71,2024-02-22,Shopping
620,Prato Executivo,136.36,2024-04-15,Shopping
621,Lanche,127.42,2024-01-11,Shopping
622,Bebida,74.76,2024-03-11,Shopping
623,Lanche,22.64,2024-01-28,Shopping
624,Sobremesa,16.3,2024-04-10,Shopping
625,Sobremesa,151.19,2024-04-08,Shopping
626,Prato Executivo,68.06,2024-04-05,Shopping
627,Sobremesa,37.73,2024-05-01,Shopping
628,Bebida,100.56,2024-06-15,Shopping
629,Lanche,166.94,2024-02-05,Shopping
630,Combo Família,16.4,2024-02-08,Shopping
631,Combo Família,24.26,2024-02-08,Shopping
632,Combo Família,83.81,2024-06-16,Shopping
633,Bebida,126.53,2024-01-17,Shopping
634,Combo Família,93.56,2024-01-06,Shopping
635,Lanche,163.1,2024-01-29,Shopping
636,Prato Executivo,22.27,2024-05-18,Shopping
637,Prato Executivo,71.12,2024-04-14,Shopping
638,Lanche,72.97,2024-06-14,Shopping
639,Bebida,71.12,2024-02-06,Shopping
640,Sobremesa,95.47,2024-03-11,Shopping
641,Lanche,145.45,2024-04-09,Shopping
642,Bebida,67.45,2024-01-14,Shopping
643,Bebida,137.84,2024-06-14,Shopping
644,Prato Executivo,39.17,2024-05-24,Shopping
645,Lanche,107.52,2024-01-26,Shopping
646,Bebida,76.89,2024-05-31,Shopping
647,Lanche,103.97,2024-03-21,Shopping
648,Lanche,32.78,2024-03-01,Shopping
649,Sobremesa,172.32,2024-06-19,Shopping
650,Prato Executivo,164.53,2024-04-03,Shopping
651,Lanche,151.36,2024-02-10,Shopping
652,Lanche,162.31,2024-05-25,Shopping
653,Combo Família,39.2,2024-05-08,Shopping
654,Bebida,98.11,2024-02-04,Shopping
655,Bebida,67.46,2024-05-01,Shopping
656,Bebida,161.42,2024-04-23,Shopping
657,Lanche,46.26,2024-02-19,Shopping
658,Prato Executivo,51.29,2024-03-18,Shopping
659,Lanche,128.31,2024-05-31,Shopping
660,Bebida,29.67,2024-02-01,Shopping
661,Combo Família,135.84,2024-05-10,Shopping
662,Sobremesa,59.24,2024-05-29,Shopping
663,Combo Família,124.05,2024-06-17,Shopping
664,Lanche,159.05,2024-02-28,Shopping
665,Bebida,115.59,2024-02-17,Shopping
666,Lanche,50.09,2024-06-17,Shopping
667,Bebida,23.11,2024-03-24,Shopping
668,Prato Executivo,22.36,2024-04-12,Shopping
669,Sobremesa,29.65,2024-04-02,Shopping
670,Lanche,110.67,2024-04-02,Shopping
671,Combo Família,72.46,2024-04-22,Shopping
672,Lanche,55.11,2024-03-17,Shopping
673,Sobremesa,51.19,2024-03-11,Shopping
674,Sobremesa,171.52,2024-03-13,Shopping
675,Bebida,34.6,2024-04-28,Shopping
676,Combo Família,65.29,2024-05-27,Shopping
677,Combo Família,92.79,2024-04-09,Shopping
678,Combo Família,15.07,2024-05-01,Shopping
679,Bebida,166.96,2024-03-15,Shopping
680,Combo Família,31.35,2024-05-19,Shopping
681,Bebida,127.61,2024-03-11,Shopping
682,Combo Família,118.76,2024-03-16,Shopping
683,Bebida,148.5,2024-01-10,Shopping
684,Lanche,122.48,2024-02-17,Shopping
685,Sobremesa,141.95,2024-05-12,Shopping
686,Prato Executivo,84.51,2024-01-16,Shopping
687,Sobremesa,95.64,2024-02-10,Shopping
688,Bebida,130.77,2024-05-19,Shopping
689,Bebida,108.79,2024-06-06,Shopping
690,Bebida,99.4,2024-03-15,Shopping
691,Sobremesa,48.92,2024-03-14,Shopping
692,Bebida,57.59,2024-04-01,Shopping
693,Prato Executivo,74.15,2024-05-18,Shopping
694,Prato Executivo,16.53,2024-03-25,Shopping
695,Lanche,83.86,2024-02-01,Shopping
696,Sobremesa,15.46,2024-03-18,Shopping
697,Lanche,108.23,2024-02-15,Shopping
698,Bebida,131.16,2024-05-03,Shopping
699,Sobremesa,107.75,2024-01-26,Shopping
700,Sobremesa,129.43,2024-04-19,Shopping
701,Bebida,15.0,2024-01-24,Shopping
702,Combo Família,24.81,2024-06-23,Shopping
703,Sobremesa,130.25,2024-04-25,Shopping
704,Bebida,147.48,2024-01-26,Shopping
705,Combo Família,133.42,2024-06-21,Shopping
706,Combo Família,124.4,2024-04-13,Shopping
707,Combo Família,131.72,2024-04-19,Shopping
708,Sobremesa,137.03,2024-01-12,Shopping
709,Prato Executivo,134.52,2024-02-03,Shopping
710,Sobremesa,136.77,2024-05-25,Shopping
711,Combo Família,27.21,2024-03-25,Shopping
712,Prato Executivo,25.44,2024-04-20,Shopping
713,Combo Família,74.58,2024-06-26,Shopping
714,Lanche,102.05,2024-03-18,Shopping
715,Sobremesa,140.83,2024-03-09,Shopping
716,Combo Família,70.23,2024-05-24,Shopping
717,Sobremesa,60.39,2024-01-12,Shopping
718,Lanche,143.94,2024-03-22,Shopping
719,Lanche,56.14,2024-06-02,Shopping
720,Lanche,150.44,2024-02-11,Shopping
