id_venda,produto,valor,data_venda,filial
602,Combo Família,121.94,2024-01-23,Centro
603,Combo Família,135.65,2024-03-03,Centro
604,Lanche,43.74,2024-03-09,Centro
605,Sobremesa,129.58,2024-03-04,Centro
606,Bebida,44.54,2024-05-04,Centro
607,Combo Família,37.67,2024-04-03,Centro
608,Prato Executivo,39.31,2024-02-04,Centro
609,Sobremesa,113.85,2024-06-24,Centro
610,Prato Executivo,143.5,2024-05-11,Centro
611,Bebida,113.49,2024-03-25,Centro
612,Lanche,148.54,2024-01-09,Centro
613,Prato Executivo,112.59,2024-06-13,Centro
614,Bebida,146.56,2024-05-14,Centro
615,Lanche,176.13,2024-03-24,Centro
