id_pedido,cliente,produto,valor,data_pedido
10615,Cliente 420,Mochila,214.82,2024-04-30
10593,Cliente 377,Boné,449.37,2024-04-02
10635,Cliente 446,Boné,263.5,2024-03-12
10102,Cliente 277,Meia,71.15,2024-05-22
10454,Cliente 208,Boné,76.88,2024-05-28
11006,Cliente 352,Meia,158.13,2024-04-29
10884,Cliente 82,Meia,128.64,2024-02-12
10855,Cliente 364,Boné,299.61,2024-06-02
10740,Cliente 165,Boné,180.69,2024-04-30
10665,Cliente 350,Mochila,151.98,2024-05-15
10619,Cliente 415,Meia,290.77,2024-03-15
10446,Cliente 177,Mochila,44.47,2024-01-11
10068,Cliente 124,Tênis,484.67,2024-06-21
10614,Cliente 86,Jaqueta,94.13,2024-05-06
10546,Cliente 224,Mochila,136.01,2024-06-09
11166,Cliente 336,Mochila,79.37,2024-01-30
10756,Cliente 189,Tênis,46.92,2024-01-20
10721,Cliente 399,Meia,351.31,2024-07-22
10982,Cliente 433,Meia,52.21,2024-03-28
10252,Cliente 331,Jaqueta,351.95,2024-02-22
10660,Cliente 103,Boné,52.87,2024-02-15
11068,Cliente 309,Meia,150.85,2024-05-14
10134,Cliente 77,Camiseta,324.57,2024-04-16
10620,Cliente 238,Camiseta,186.92,2024-02-03
10841,Cliente 481,Camiseta,273.3,2024-04-28
11011,Cliente 431,Mochila,119.4,2024-02-16
10127,Cliente 72,Jaqueta,169.43,2024-04-20
11005,Cliente 219,Camiseta,157.09,2024-07-15
11131,Cliente 121,Boné,83.87,2024-06-20
10897,Cliente 465,Camiseta,167.58,2024-04-11
10237,Cliente 201,Meia,56.36,2024-05-22
11125,Cliente 460,Tênis,196.85,2024-01-30
10790,Cliente 289,Camiseta,498.52,2024-04-30
11078,Cliente 113,Mochila,42.52,2024-06-02
10845,Cliente 59,Mochila,146.44,2024-04-24
10055,Cliente 93,Boné,183.97,2024-02-09
10979,Cliente 100,Camiseta,429.52,2024-04-13
10105,Cliente 83,Camiseta,475.22,2024-06-30
10163,Cliente 141,Tênis,291.31,2024-01-30
10800,Cliente 14,Jaqueta,346.45,2024-05-20
10636,Cliente 50,Mochila,45.38,2024-04-27
11153,Cliente 451,Jaqueta,118.63,2024-02-29
10744,Cliente 284,Boné,232.79,2024-01-12
11053,Cliente 75,Meia,75.11,2024-02-29
10758,Cliente 48,Jaqueta,245.04,2024-03-14
10518,Cliente 232,Tênis,263.29,2024-06-29
10673,Cliente 204,Jaqueta,352.72,2024-04-02
11014,Cliente 181,Boné,90.47,2024-03-31
10034,Cliente 386,Meia,497.21,2024-05-06
10555,Cliente 227,Tênis,300.07,2024-07-07
10543,Cliente 493,Tênis,215.28,2024-02-02
10902,Cliente 95,Meia,363.1,2024-07-13
10610,Cliente 447,Meia,222.76,2024-05-09
11096,Cliente 336,Camiseta,74.72,2024-02-16
10935,Cliente 330,Jaqueta,461.67,2024-03-15
10406,Cliente 332,Tênis,131.01,2024-07-20
11077,Cliente 236,Jaqueta,121.56,2024-03-19
10985,Cliente 270,Camiseta,151.01,2024-01-28
10446,Cliente 177,Mochila,44.47,2024-01-11
10479,Cliente 114,Boné,336.61,2024-07-23
11145,Cliente 358,Boné,295.6,2024-03-15
11074,Cliente 174,Camiseta,436.02,2024-07-20
11093,Cliente 93,Tênis,31.6,2024-04-03
10261,Cliente 469,Boné,201.47,2024-04-02
10294,Cliente 160,Boné,169.68,2024-07-27
10613,Cliente 389,Boné,398.71,2024-07-11
10911,Cliente 113,Tênis,177.55,2024-03-06
10646,Cliente 430,Boné,276.69,2024-01-23
10977,Cliente 99,Mochila,441.07,2024-04-24
10159,Cliente 377,Jaqueta,384.55,2024-07-16
10960,Cliente 457,Meia,369.97,2024-01-27
10333,Cliente 468,Meia,52.96,2024-03-19
10279,Cliente 371,Jaqueta,198.73,2024-05-26
10936,Cliente 21,Meia,146.78,2024-04-13
10533,Cliente 81,Meia,372.72,2024-02-29
11054,Cliente 98,Mochila,118.52,2024-03-01
10014,Cliente 83,Tênis,184.02,2024-03-02
10664,Cliente 464,Boné,271.5,2024-04-22
10392,Cliente 466,Mochila,54.96,2024-05-15
10422,Cliente 326,Boné,305.13,2024-04-24
11062,Cliente 313,Boné,48.79,2024-06-15
10525,Cliente 324,Boné,416.68,2024-02-07
11088,Cliente 270,Tênis,463.59,2024-02-28
11162,Cliente 174,Meia,415.21,2024-07-14
10236,Cliente 323,Meia,41.07,2024-04-21
10466,Cliente 72,Camiseta,465.21,2024-07-05
10291,Cliente 154,Camiseta,408.61,2024-01-07
10233,Cliente 165,Jaqueta,435.3,2024-03-13
10918,Cliente 326,Jaqueta,60.19,2024-04-17
10409,Cliente 355,Meia,202.9,2024-01-27
10975,Cliente 257,Jaqueta,286.9,2024-01-25
10319,Cliente 352,Meia,305.4,2024-03-22
11079,Cliente 204,Tênis,290.01,2024-05-13
10877,Cliente 470,Jaqueta,401.61,2024-02-12
10688,Cliente 201,Meia,261.36,2024-02-14
10697,Cliente 462,Mochila,51.03,2024-04-15
10689,Cliente 32,Tênis,58.71,2024-07-10
10059,Cliente 67,Boné,266.16,2024-04-28
10976,Cliente 143,Tênis,461.87,2024-05-17
10700,Cliente 489,Meia,48.67,2024-03-28
10461,Cliente 84,Mochila,286.15,2024-06-19
11097,Cliente 81,Camiseta,195.2,2024-03-20
10534,Cliente 88,Meia,405.31,2024-03-08
10628,Cliente 293,Boné,426.77,2024-02-28
11042,Cliente 468,Jaqueta,185.82,2024-07-15
10751,Cliente 185,Tênis,224.88,2024-06-01
11091,Cliente 308,Jaqueta,466.17,2024-06-26
10401,Cliente 125,Meia,139.28,2024-05-08
10889,Cliente 395,Mochila,144.98,2024-06-08
10371,Cliente 68,Jaqueta,413.29,2024-04-21
10399,Cliente 294,Tênis,86.04,2024-03-31
10656,Cliente 133,Camiseta,495.67,2024-01-13
10957,Cliente 361,Camiseta,37.54,2024-02-10
10803,Cliente 76,Mochila,144.64,2024-07-04
10037,Cliente 302,Meia,338.33,2024-07-14
10589,Cliente 174,Camiseta,212.2,2024-01-01
10835,Cliente 396,Meia,480.02,2024-06-12
10106,Cliente 127,Mochila,177.82,2024-03-07
10322,Cliente 316,Camiseta,479.68,2024-03-06
10351,Cliente 153,Meia,134.12,2024-07-08
10356,Cliente 205,Meia,189.04,2024-06-06
10251,Cliente 366,Meia,342.55,2024-04-04
11037,Cliente 409,Boné,30.29,2024-03-01
10390,Cliente 310,Mochila,419.6,2024-01-01
10443,Cliente 184,Jaqueta,41.67,2024-07-22
10894,Cliente 231,Mochila,81.95,2024-04-07
10215,Cliente 86,Meia,299.51,2024-05-09
10338,Cliente 382,Boné,368.4,2024-06-22
10056,Cliente 123,Tênis,266.08,2024-03-14
10632,Cliente 340,Jaqueta,397.8,2024-06-24
10181,Cliente 207,Tênis,170.49,2024-01-17
10053,Cliente 31,Tênis,449.96,2024-04-04
10500,Cliente 269,Boné,393.16,2024-07-13
11161,Cliente 151,Boné,360.84,2024-06-23
10346,Cliente 120,Mochila,277.78,2024-04-02
10231,Cliente 362,Boné,370.06,2024-01-24
10151,Cliente 413,Tênis,294.04,2024-05-19
10500,Cliente 269,Boné,393.16,2024-07-13
11060,Cliente 269,Meia,492.65,2024-01-09
10230,Cliente 254,Boné,165.29,2024-05-18
10524,Cliente 104,Boné,128.26,2024-03-05
10852,Cliente 282,Mochila,285.08,2024-05-01
10021,Cliente 188,Tênis,266.88,2024-01-21
10405,Cliente 112,Mochila,287.75,2024-04-19
10257,Cliente 402,Tênis,247.15,2024-07-26
10388,Cliente 211,Camiseta,350.92,2024-04-29
10525,Cliente 324,Boné,416.68,2024-02-07
10185,Cliente 152,Tênis,32.18,2024-06-27
10043,Cliente 363,Meia,75.91,2024-05-01
10473,Cliente 154,Tênis,187.05,2024-01-29
11085,Cliente 163,Boné,102.42,2024-04-21
10142,Cliente 171,Boné,275.23,2024-04-05
10863,Cliente 65,Tênis,337.24,2024-06-15
11108,Cliente 94,Jaqueta,411.48,2024-01-06
10818,Cliente 187,Meia,127.49,2024-06-02
10905,Cliente 93,Jaqueta,183.2,2024-02-01
10729,Cliente 220,Mochila,235.87,2024-06-04
10893,Cliente 291,Boné,307.19,2024-05-12
10329,Cliente 477,Mochila,125.03,2024-06-15
10512,Cliente 376,Camiseta,228.47,2024-02-08
11015,Cliente 98,Camiseta,353.68,2024-03-06
10914,Cliente 487,Camiseta,433.95,2024-01-13
10579,Cliente 186,Meia,441.5,2024-06-04
10838,Cliente 94,Tênis,394.94,2024-07-20
10683,Cliente 72,Tênis,324.48,2024-03-31
10888,Cliente 188,Camiseta,309.13,2024-04-17
10746,Cliente 231,Mochila,245.11,2024-06-03
10879,Cliente 253,Jaqueta,175.39,2024-06-29
11133,Cliente 360,Tênis,192.3,2024-05-02
10949,Cliente 455,Camiseta,144.8,2024-02-28
11106,Cliente 468,Jaqueta,185.28,2024-04-08
10993,Cliente 313,Tênis,185.69,2024-02-27
10733,Cliente 190,Mochila,139.2,2024-07-13
11119,Cliente 139,Boné,273.5,2024-01-02
10643,Cliente 39,Camiseta,438.65,2024-01-31
11095,Cliente 87,Mochila,81.36,2024-02-25
10283,Cliente 273,Tênis,150.98,2024-07-16
10645,Cliente 326,Boné,346.75,2024-02-12
10417,Cliente 122,Mochila,321.37,2024-07-11
11173,Cliente 314,Camiseta,325.28,2024-06-25
10642,Cliente 88,Mochila,404.73,2024-05-14
10785,Cliente 423,Camiseta,322.74,2024-06-05
10114,Cliente 161,Meia,61.46,2024-03-07
11043,Cliente 435,Jaqueta,62.91,2024-05-13
10289,Cliente 373,Camiseta,383.84,2024-05-14
10835,Cliente 396,Meia,480.02,2024-06-12
11126,Cliente 211,Meia,181.28,2024-03-18
10271,Cliente 383,Tênis,52.11,2024-07-04
10759,Cliente 153,Tênis,39.42,2024-03-18
10313,Cliente 423,Mochila,62.15,2024-06-02
10736,Cliente 466,Meia,206.84,2024-07-03
10284,Cliente 350,Boné,118.96,2024-06-21
10129,Cliente 408,Jaqueta,203.27,2024-07-01
10395,Cliente 316,Jaqueta,280.14,2024-01-07
11136,Cliente 26,Boné,252.01,2024-03-27
10326,Cliente 122,Camiseta,385.28,2024-04-02
10988,Cliente 487,Tênis,121.75,2024-02-13
10722,Cliente 433,Jaqueta,332.19,2024-03-20
10954,Cliente 417,Jaqueta,115.41,2024-04-20
10959,Cliente 35,Boné,413.31,2024-04-20
11155,Cliente 228,Mochila,477.12,2024-02-17
10040,Cliente 61,Boné,405.53,2024-06-27
10306,Cliente 437,Mochila,467.69,2024-04-04
11081,Cliente 310,Boné,334.4,2024-04-18
10373,Cliente 118,Jaqueta,392.98,2024-03-18
10716,Cliente 161,Boné,375.99,2024-03-29
10883,Cliente 290,Mochila,337.8,2024-05-01
10495,Cliente 33,Tênis,342.94,2024-01-09
10272,Cliente 70,Mochila,388.16,2024-03-17
10008,Cliente 423,Tênis,45.32,2024-07-15
11008,Cliente 241,Tênis,186.12,2024-01-29
10978,Cliente 482,Tênis,460.45,2024-05-16
10652,Cliente 28,Tênis,473.96,2024-03-28
11007,Cliente 382,Mochila,106.12,2024-06-25
10397,Cliente 469,Jaqueta,247.32,2024-06-04
10414,Cliente 212,Jaqueta,454.07,2024-07-11
10908,Cliente 473,Meia,378.8,2024-03-09
10809,Cliente 226,Jaqueta,105.59,2024-07-20
10980,Cliente 48,Boné,483.25,2024-06-12
10504,Cliente 47,Camiseta,434.52,2024-04-18
10724,Cliente 295,Camiseta,157.02,2024-04-30
10532,Cliente 88,Boné,444.26,2024-04-03
11028,Cliente 306,Tênis,111.22,2024-05-11
10984,Cliente 354,Tênis,213.33,2024-02-27
11092,Cliente 161,Jaqueta,225.75,2024-03-23
10734,Cliente 463,Boné,60.08,2024-06-15
10491,Cliente 171,Tênis,44.74,2024-02-01
10079,Cliente 164,Tênis,368.79,2024-01-29
10508,Cliente 369,Mochila,480.91,2024-04-15
10342,Cliente 240,Tênis,282.53,2024-07-14
11156,Cliente 319,Tênis,95.78,2024-01-09
10049,Cliente 309,Boné,214.49,2024-05-25
10250,Cliente 328,Camiseta,446.48,2024-07-25
11041,Cliente 332,Meia,117.39,2024-06-17
10020,Cliente 426,Jaqueta,466.31,2024-01-22
10569,Cliente 192,Mochila,102.04,2024-02-18
10679,Cliente 52,Jaqueta,377.62,2024-02-19
10135,Cliente 414,Boné,212.33,2024-06-01
10536,Cliente 411,Boné,427.68,2024-03-22
10567,Cliente 373,Mochila,406.17,2024-01-13
10653,Cliente 263,Mochila,239.17,2024-04-09
10696,Cliente 403,Camiseta,107.8,2024-01-18
11063,Cliente 398,Boné,437.39,2024-04-01
10481,Cliente 44,Mochila,168.73,2024-02-03
10033,Cliente 16,Camiseta,74.24,2024-04-25
10969,Cliente 86,Mochila,339.78,2024-01-02
10382,Cliente 499,Tênis,275.31,2024-03-23
10025,Cliente 370,Boné,389.34,2024-03-09
10047,Cliente 89,Meia,240.56,2024-04-11
11067,Cliente 431,Camiseta,470.3,2024-06-30
10174,Cliente 316,Tênis,389.08,2024-06-04
10029,Cliente 417,Tênis,390.33,2024-06-16
10571,Cliente 186,Mochila,164.0,2024-04-08
10153,Cliente 106,Camiseta,383.11,2024-04-18
10989,Cliente 309,Meia,480.81,2024-01-17
10953,Cliente 3,Meia,222.46,2024-03-15
11048,Cliente 25,Tênis,483.15,2024-05-10
10161,Cliente 276,Meia,438.36,2024-04-19
10244,Cliente 63,Tênis,265.21,2024-06-21
10510,Cliente 129,Meia,467.86,2024-07-08
10158,Cliente 319,Camiseta,317.75,2024-04-25
10530,Cliente 43,Camiseta,435.48,2024-03-05
10837,Cliente 425,Meia,102.08,2024-06-28
10501,Cliente 227,Camiseta,157.33,2024-04-17
10432,Cliente 364,Jaqueta,206.28,2024-03-20
10284,Cliente 350,Boné,118.96,2024-06-21
11128,Cliente 34,Tênis,294.49,2024-02-12
10332,Cliente 421,Camiseta,298.54,2024-03-26
10973,Cliente 395,Boné,126.37,2024-01-22
10779,Cliente 53,Mochila,320.2,2024-05-04
10366,Cliente 4,Boné,473.65,2024-05-03
11157,Cliente 97,Tênis,480.95,2024-05-01
10054,Cliente 225,Boné,230.11,2024-03-18
10584,Cliente 209,Meia,45.01,2024-04-02
10766,Cliente 108,Meia,30.37,2024-01-09
10680,Cliente 410,Boné,494.47,2024-03-22
10955,Cliente 468,Boné,373.76,2024-05-24
11156,Cliente 319,Tênis,95.78,2024-01-09
10822,Cliente 135,Camiseta,251.64,2024-07-15
10024,Cliente 367,Meia,393.65,2024-03-06
10298,Cliente 200,Boné,487.96,2024-07-15
10556,Cliente 96,Boné,249.52,2024-06-17
10575,Cliente 265,Camiseta,149.81,2024-04-09
10018,Cliente 80,Tênis,385.53,2024-06-03
10572,Cliente 355,Camiseta,377.31,2024-01-19
10254,Cliente 10,Boné,226.63,2024-01-16
10225,Cliente 447,Tênis,296.74,2024-02-29
10599,Cliente 225,Meia,147.25,2024-02-21
10928,Cliente 18,Camiseta,464.31,2024-07-20
10419,Cliente 148,Boné,354.43,2024-06-27
10903,Cliente 246,Meia,475.53,2024-02-19
11065,Cliente 254,Mochila,31.95,2024-03-15
10222,Cliente 369,Camiseta,354.09,2024-01-13
10997,Cliente 150,Boné,171.74,2024-04-05
10424,Cliente 496,Meia,207.22,2024-06-09
10218,Cliente 473,Camiseta,206.97,2024-05-10
10307,Cliente 481,Camiseta,88.11,2024-04-08
10846,Cliente 51,Meia,459.49,2024-07-15
11141,Cliente 247,Tênis,47.44,2024-01-31
10171,Cliente 217,Jaqueta,125.95,2024-05-16
10442,Cliente 26,Meia,355.5,2024-06-24
11148,Cliente 411,Boné,357.07,2024-07-11
10705,Cliente 145,Tênis,234.16,2024-02-16
10770,Cliente 378,Jaqueta,184.57,2024-01-20
10286,Cliente 476,Mochila,290.87,2024-05-25
10066,Cliente 265,Tênis,485.69,2024-03-12
10453,Cliente 468,Tênis,49.29,2024-05-11
10761,Cliente 250,Tênis,85.59,2024-05-07
10071,Cliente 148,Camiseta,277.34,2024-02-10
10937,Cliente 102,Tênis,446.58,2024-04-14
10412,Cliente 89,Boné,100.87,2024-07-22
10082,Cliente 245,Camiseta,413.37,2024-06-11
10156,Cliente 219,Meia,438.5,2024-05-23
11193,Cliente 113,Mochila,58.99,2024-01-23
10015,Cliente 41,Jaqueta,72.07,2024-04-11
10801,Cliente 168,Tênis,244.34,2024-06-20
10265,Cliente 456,Meia,92.78,2024-03-07
10535,Cliente 22,Tênis,342.25,2024-05-05
10874,Cliente 437,Jaqueta,287.88,2024-01-19
10451,Cliente 453,Tênis,313.75,2024-01-01
10943,Cliente 194,Tênis,320.05,2024-01-22
10870,Cliente 142,Mochila,314.84,2024-06-28
10404,Cliente 442,Tênis,136.45,2024-02-28
11150,Cliente 324,Mochila,254.13,2024-05-29
10490,Cliente 411,Meia,384.03,2024-03-13
11113,Cliente 266,Boné,348.17,2024-02-16
10541,Cliente 426,Jaqueta,242.75,2024-06-01
10693,Cliente 44,Jaqueta,184.43,2024-06-09
10739,Cliente 386,Boné,412.97,2024-07-13
10364,Cliente 84,Boné,120.62,2024-04-14
10629,Cliente 232,Boné,112.14,2024-06-01
10459,Cliente 357,Meia,382.87,2024-05-29
10104,Cliente 104,Meia,466.83,2024-05-20
10833,Cliente 39,Mochila,182.37,2024-05-31
10268,Cliente 65,Mochila,141.54,2024-02-09
10608,Cliente 106,Camiseta,409.4,2024-03-09
11155,Cliente 228,Mochila,477.12,2024-02-17
11020,Cliente 39,Tênis,50.09,2024-02-28
11085,Cliente 163,Boné,102.42,2024-04-21
10661,Cliente 400,Mochila,384.32,2024-02-25
10241,Cliente 232,Boné,230.23,2024-05-25
10430,Cliente 48,Boné,147.32,2024-01-24
10814,Cliente 166,Jaqueta,306.33,2024-06-27
10046,Cliente 133,Camiseta,49.86,2024-07-17
10203,Cliente 493,Camiseta,111.93,2024-05-31
10841,Cliente 481,Camiseta,273.3,2024-04-28
10595,Cliente 67,Meia,109.98,2024-06-11
10630,Cliente 98,Mochila,389.36,2024-04-04
10096,Cliente 241,Meia,78.85,2024-03-15
10467,Cliente 285,Boné,42.13,2024-06-02
10929,Cliente 103,Tênis,389.32,2024-03-25
10492,Cliente 84,Meia,97.65,2024-04-19
10166,Cliente 31,Tênis,334.65,2024-01-30
11182,Cliente 108,Boné,484.06,2024-01-29
10701,Cliente 163,Jaqueta,43.2,2024-05-21
10694,Cliente 288,Camiseta,373.48,2024-03-07
10009,Cliente 371,Tênis,161.2,2024-04-21
10604,Cliente 33,Jaqueta,495.61,2024-02-17
10878,Cliente 260,Tênis,416.18,2024-02-22
10315,Cliente 164,Meia,326.77,2024-01-20
10773,Cliente 263,Camiseta,41.29,2024-02-19
10361,Cliente 146,Mochila,202.97,2024-06-15
10138,Cliente 171,Meia,392.67,2024-01-03
10823,Cliente 336,Boné,181.04,2024-05-03
10276,Cliente 337,Tênis,63.68,2024-03-11
10384,Cliente 97,Mochila,129.42,2024-06-28
10568,Cliente 275,Tênis,431.12,2024-03-09
11110,Cliente 54,Meia,356.81,2024-05-21
10772,Cliente 129,Meia,134.16,2024-04-23
10088,Cliente 217,Camiseta,470.31,2024-01-25
10090,Cliente 66,Mochila,117.31,2024-01-09
10765,Cliente 431,Tênis,278.55,2024-05-24
10280,Cliente 102,Mochila,35.04,2024-06-07
10882,Cliente 345,Tênis,252.16,2024-03-06
10651,Cliente 122,Camiseta,63.95,2024-06-11
11121,Cliente 50,Mochila,107.1,2024-02-04
10460,Cliente 400,Camiseta,418.48,2024-05-04
11073,Cliente 64,Camiseta,371.6,2024-01-09
10799,Cliente 42,Camiseta,280.59,2024-02-20
10300,Cliente 343,Mochila,282.5,2024-07-08
10920,Cliente 435,Boné,138.05,2024-03-11
10202,Cliente 21,Meia,165.01,2024-04-16
10402,Cliente 136,Tênis,423.12,2024-05-23
10340,Cliente 381,Jaqueta,401.31,2024-07-09
10365,Cliente 183,Meia,205.39,2024-03-02
10023,Cliente 262,Boné,177.75,2024-06-15
10345,Cliente 350,Mochila,158.28,2024-02-29
10676,Cliente 426,Camiseta,211.04,2024-06-07
10141,Cliente 465,Jaqueta,484.02,2024-04-20
10334,Cliente 489,Camiseta,219.91,2024-04-26
10310,Cliente 222,Mochila,75.46,2024-01-02
11186,Cliente 66,Boné,42.35,2024-01-31
10640,Cliente 211,Camiseta,67.87,2024-05-21
10353,Cliente 231,Jaqueta,418.8,2024-04-24
10735,Cliente 401,Boné,390.63,2024-06-13
11009,Cliente 228,Boné,185.59,2024-07-03
10240,Cliente 204,Camiseta,287.59,2024-07-03
10666,Cliente 50,Tênis,93.45,2024-02-28
10318,Cliente 272,Camiseta,367.52,2024-05-10
11070,Cliente 432,Camiseta,111.58,2024-05-17
10262,Cliente 430,Tênis,100.37,2024-01-02
10098,Cliente 476,Mochila,243.92,2024-04-27
10167,Cliente 199,Meia,227.4,2024-03-24
10496,Cliente 430,Camiseta,194.97,2024-06-16
10725,Cliente 289,Tênis,204.6,2024-07-04
10275,Cliente 141,Tênis,381.49,2024-02-01
10089,Cliente 181,Jaqueta,450.42,2024-07-06
10714,Cliente 64,Tênis,133.3,2024-02-20
10515,Cliente 269,Mochila,165.52,2024-03-08
11040,Cliente 258,Camiseta,88.08,2024-03-09
10331,Cliente 158,Meia,256.15,2024-04-08
10219,Cliente 357,Boné,418.48,2024-01-14
10433,Cliente 60,Camiseta,485.77,2024-06-16
10140,Cliente 26,Mochila,306.03,2024-07-11
11061,Cliente 330,Camiseta,348.57,2024-06-08
10486,Cliente 18,Tênis,476.71,2024-06-30
10658,Cliente 305,Jaqueta,405.67,2024-06-21
10972,Cliente 156,Camiseta,178.55,2024-02-02
10531,Cliente 169,Tênis,166.69,2024-07-05
10840,Cliente 297,Camiseta,459.19,2024-02-22
11076,Cliente 46,Camiseta,165.41,2024-04-16
10260,Cliente 389,Boné,147.8,2024-03-08
10810,Cliente 3,Jaqueta,346.75,2024-07-27
10305,Cliente 350,Tênis,61.57,2024-02-24
10876,Cliente 12,Meia,316.79,2024-05-30
10907,Cliente 256,Boné,214.73,2024-04-10
10702,Cliente 249,Boné,292.48,2024-07-03
10771,Cliente 266,Mochila,287.65,2024-06-14
11177,Cliente 23,Jaqueta,195.69,2024-06-04
10196,Cliente 89,Mochila,452.02,2024-06-19
10140,Cliente 26,Mochila,306.03,2024-07-11
10594,Cliente 136,Meia,137.98,2024-07-15
10122,Cliente 266,Tênis,441.75,2024-01-29
10494,Cliente 74,Tênis,139.2,2024-03-02
10821,Cliente 30,Camiseta,343.31,2024-06-19
10110,Cliente 60,Boné,119.22,2024-05-02
10084,Cliente 265,Boné,270.65,2024-03-23
11009,Cliente 228,Boné,185.59,2024-07-03
10513,Cliente 101,Meia,293.28,2024-03-02
10691,Cliente 234,Mochila,85.84,2024-04-23
10482,Cliente 218,Camiseta,459.16,2024-01-25
11168,Cliente 480,Jaqueta,45.7,2024-05-19
10369,Cliente 227,Meia,79.6,2024-07-19
10611,Cliente 386,Jaqueta,108.83,2024-01-04
10793,Cliente 308,Tênis,484.82,2024-04-23
10074,Cliente 470,Meia,304.46,2024-04-15
10547,Cliente 459,Jaqueta,425.03,2024-05-11
11064,Cliente 101,Jaqueta,201.3,2024-02-29
10926,Cliente 216,Mochila,328.6,2024-07-16
10273,Cliente 140,Tênis,493.88,2024-01-22
10791,Cliente 489,Camiseta,208.09,2024-07-26
10396,Cliente 35,Boné,331.79,2024-04-29
10154,Cliente 461,Mochila,268.51,2024-02-12
11146,Cliente 31,Tênis,50.1,2024-05-30
10191,Cliente 307,Tênis,234.88,2024-04-14
10797,Cliente 456,Mochila,360.97,2024-05-18
10305,Cliente 350,Tênis,61.57,2024-02-24
10187,Cliente 329,Boné,475.87,2024-04-20
10050,Cliente 90,Boné,229.7,2024-01-06
10038,Cliente 470,Camiseta,45.96,2024-03-26
10961,Cliente 435,Meia,438.37,2024-07-13
10418,Cliente 250,Mochila,330.33,2024-05-07
11171,Cliente 299,Meia,119.54,2024-05-29
10208,Cliente 375,Jaqueta,61.38,2024-01-29
10375,Cliente 350,Boné,81.99,2024-04-30
10463,Cliente 111,Meia,357.36,2024-02-18
10470,Cliente 48,Camiseta,121.38,2024-07-05
10517,Cliente 357,Jaqueta,68.64,2024-06-14
10075,Cliente 38,Tênis,153.72,2024-04-04
10910,Cliente 203,Mochila,298.14,2024-01-19
10248,Cliente 334,Jaqueta,54.22,2024-04-27
10559,Cliente 237,Jaqueta,217.26,2024-01-24
10302,Cliente 12,Tênis,80.32,2024-01-05
10582,Cliente 130,Mochila,107.86,2024-07-18
10899,Cliente 224,Meia,388.07,2024-02-29
11072,Cliente 474,Tênis,67.76,2024-05-07
10335,Cliente 11,Meia,303.9,2024-05-24
10737,Cliente 365,Meia,208.61,2024-03-19
10798,Cliente 281,Meia,100.02,2024-03-10
10011,Cliente 201,Tênis,207.85,2024-06-14
11045,Cliente 21,Camiseta,460.43,2024-05-08
10473,Cliente 154,Tênis,187.05,2024-01-29
10485,Cliente 50,Jaqueta,472.88,2024-04-06
10462,Cliente 246,Boné,321.26,2024-02-02
10538,Cliente 199,Meia,227.38,2024-06-21
10627,Cliente 237,Jaqueta,73.66,2024-02-21
10281,Cliente 480,Boné,309.64,2024-02-25
10253,Cliente 153,Camiseta,153.66,2024-06-05
10983,Cliente 64,Boné,69.17,2024-01-04
10707,Cliente 478,Mochila,165.17,2024-07-10
10471,Cliente 163,Mochila,31.73,2024-04-03
10223,Cliente 197,Boné,437.97,2024-01-14
10672,Cliente 310,Tênis,355.09,2024-02-07
10966,Cliente 223,Camiseta,155.53,2024-02-16
10097,Cliente 417,Jaqueta,499.79,2024-04-28
10994,Cliente 64,Boné,333.72,2024-01-05
10580,Cliente 243,Mochila,493.76,2024-07-04
10077,Cliente 2,Boné,84.04,2024-06-23
10547,Cliente 459,Jaqueta,425.03,2024-05-11
10186,Cliente 330,Camiseta,372.76,2024-01-15
10748,Cliente 329,Jaqueta,276.78,2024-02-05
10826,Cliente 387,Boné,35.16,2024-05-14
10125,Cliente 420,Jaqueta,203.02,2024-01-01
10757,Cliente 266,Camiseta,321.99,2024-05-04
10576,Cliente 25,Tênis,270.14,2024-07-28
10621,Cliente 420,Camiseta,157.76,2024-06-25
10767,Cliente 390,Camiseta,105.98,2024-02-19
11135,Cliente 305,Meia,443.23,2024-05-14
11030,Cliente 18,Camiseta,59.82,2024-04-23
11127,Cliente 486,Tênis,452.08,2024-06-26
10802,Cliente 371,Meia,102.74,2024-04-02
10844,Cliente 187,Mochila,35.45,2024-06-07
11051,Cliente 466,Tênis,312.28,2024-04-28
10703,Cliente 265,Jaqueta,162.69,2024-04-22
11071,Cliente 312,Jaqueta,57.02,2024-01-15
10259,Cliente 82,Tênis,173.48,2024-04-03
10282,Cliente 271,Jaqueta,495.78,2024-03-09
10634,Cliente 107,Mochila,117.63,2024-05-20
10474,Cliente 267,Camiseta,107.92,2024-03-10
10455,Cliente 197,Camiseta,337.75,2024-03-03
10320,Cliente 245,Camiseta,181.46,2024-03-04
10434,Cliente 488,Boné,111.18,2024-04-16
10598,Cliente 158,Jaqueta,146.11,2024-01-31
10299,Cliente 220,Jaqueta,225.85,2024-02-11
10436,Cliente 159,Mochila,168.06,2024-03-31
11137,Cliente 299,Tênis,486.44,2024-02-13
10438,Cliente 231,Mochila,264.56,2024-01-23
10325,Cliente 404,Boné,235.35,2024-06-20
10403,Cliente 238,Boné,98.44,2024-04-07
10564,Cliente 367,Tênis,414.28,2024-03-02
10292,Cliente 313,Meia,146.12,2024-01-08
10278,Cliente 455,Camiseta,385.26,2024-05-22
10655,Cliente 171,Camiseta,425.23,2024-03-04
11083,Cliente 424,Jaqueta,290.75,2024-01-16
10732,Cliente 316,Mochila,306.18,2024-03-13
